LAMMPS DATA FILE FOR CHA_Cartesian

120 atoms
168 bonds
336 angles
1584 dihedrals

2 atom types
1 bond types
1 angle types
3 dihedral types
0 improper types

120 0 26.5326 xlo xhi
120 0 24.4848 ylo yhi
120 0 17.9254 zlo zhi

Masses
1 1.005
2 14.07

Bond Coeffs
1 680.0 1.61

Angle Coeffs
1 70.0 149.43

Dihedral Coeffs
1 4.8 38.89 1
2 4.8 24.2875 1
3 4.8 158.6827 1

Atoms
1 1 2 -0.28 11.664774553 1.160603842 1.8119109 0 0 0
2 1 2 -0.28 -4.827275171 10.682293719 12.955089629 0 0 0
3 1 2 -0.28 6.837500503 9.521689171 1.8119109 0 0 0
4 1 2 -0.28 1.02000000002e-07 2.321207685 12.955089629 0 0 0
5 1 2 -0.28 2.010224823 1.160603842 1.8119109 0 0 0
6 1 2 -0.28 4.827275273 10.682293719 12.955089629 0 0 0
7 1 2 -0.28 4.827275477 5.108236481 6.734244556 0 0 0
8 1 2 -0.28 8.847725224 2.787028619 3.110422537 0 0 0
9 1 2 -0.28 6.837500401 1.626424777 6.734244556 0 0 0
10 1 2 -0.28 6.837500503 6.26883997 3.110422537 0 0 0
11 1 2 -0.28 8.847725122 5.108236481 6.734244556 0 0 0
12 1 2 -0.28 4.827275171 2.787028619 3.110422537 0 0 0
13 1 2 -0.28 -2.010225026 9.055869119 11.656577662 0 0 0
14 1 2 -0.28 2.010224823 6.734661434 8.032755643 0 0 0
15 1 2 -0.28 0.0 5.574057239 11.656577662 0 0 0
16 1 2 -0.28 0.0 10.216472962 8.032755643 0 0 0
17 1 2 -0.28 2.010224415 9.055869119 11.656577662 0 0 0
18 1 2 -0.28 -2.010225026 6.734661434 8.032755643 0 0 0
19 1 2 -0.28 11.236064089 3.672482406 2.461166773 0 0 0
20 1 2 -0.28 -4.398564529 8.170416215 12.305833205 0 0 0
21 1 2 -0.28 4.876505699 7.894475384 2.461166773 0 0 0
22 1 2 -0.28 1.960995007 3.948421825 12.305833205 0 0 0
23 1 2 -0.28 4.399931122 0.275939397 2.461166773 0 0 0
24 1 2 -0.28 2.437568579 11.566958142 12.305833205 0 0 0
25 1 2 -0.28 -2.437568579 11.566958142 12.305833205 0 0 0
26 1 2 -0.28 9.275069502 0.275939397 2.461166773 0 0 0
27 1 2 -0.28 4.398562975 8.170416215 12.305833205 0 0 0
28 1 2 -0.28 2.438936102 3.672482406 2.461166773 0 0 0
29 1 2 -0.28 -1.960995033 3.948421825 12.305833205 0 0 0
30 1 2 -0.28 8.798495307 7.894475384 2.461166773 0 0 0
31 1 2 -0.28 4.398564197 7.620115044 7.383500099 0 0 0
32 1 2 -0.28 -1.960994804 11.842108375 7.383500099 0 0 0
33 1 2 -0.28 8.798494899 7.896054464 2.461166553 0 0 0
34 1 2 -0.28 -2.437569232 4.223572411 7.383500099 0 0 0
35 1 2 -0.28 2.437568782 3.671693219 2.461166553 0 0 0
36 1 2 -0.28 2.437568579 4.223572411 7.383500099 0 0 0
37 1 2 -0.28 4.398563854 0.275150122 2.461166553 0 0 0
38 1 2 -0.28 -4.398563725 7.620115044 7.383500099 0 0 0
39 1 2 -0.28 4.876505292 7.896054464 2.461166553 0 0 0
40 1 2 -0.28 1.960995211 11.842108375 7.383500099 0 0 0
41 1 2 -0.28 -1.960994931 3.946843098 12.305833205 0 0 0
42 1 2 -0.28 8.798495238 0.000789305 7.383500099 0 0 0
43 1 2 -0.28 4.399931109 8.171204696 12.305833205 0 0 0
44 1 2 -0.28 9.275069082 7.619325857 7.383500099 0 0 0
45 1 2 -0.28 11.236064293 4.222782518 7.383500099 0 0 0
46 1 2 -0.28 2.438936306 11.567747329 12.305833205 0 0 0
47 1 2 -0.28 4.876505223 0.000789305 7.383500099 0 0 0
48 1 2 -0.28 1.960995211 3.946843098 12.305833205 0 0 0
49 1 2 -0.28 0.000683762 2.848217077 1.941860611 0 0 0
50 1 2 -0.28 6.836816232 8.994681015 12.825139588 0 0 0
51 1 2 -0.28 4.370530686 10.419380825 1.941860611 0 0 0
52 1 2 -0.28 2.466969868 1.423516295 12.825139588 0 0 0
53 1 2 -0.28 -4.371213734 10.418196339 1.941860611 0 0 0
54 1 2 -0.28 11.208714186 1.424700605 12.825139588 0 0 0
55 1 2 -0.28 6.838183959 6.795849539 6.864194597 0 0 0
56 1 2 -0.28 6.83681669 1.09941565 2.980472716 0 0 0
57 1 2 -0.28 4.370529463 2.524116255 6.864194597 0 0 0
58 1 2 -0.28 9.304470116 5.371148669 2.980472716 0 0 0
59 1 2 -0.28 9.303786253 2.522932121 6.864194597 0 0 0
60 1 2 -0.28 4.37121353 5.372333155 2.980472716 0 0 0
61 1 2 -0.28 0.000683863000001 10.743481824 11.786527703 0 0 0
62 1 2 -0.28 -0.00068366 5.047048023 7.902806482 0 0 0
63 1 2 -0.28 -2.466970123 6.47174854 11.786527703 0 0 0
64 1 2 -0.28 2.466970632 9.318780601 7.902806482 0 0 0
65 1 2 -0.28 2.466285954 6.47056476 11.786527703 0 0 0
66 1 2 -0.28 -2.466286361 9.319965088 7.902806482 0 0 0
67 1 2 -0.28 -1.762023749 3.051914657 0.0 0 0 0
68 1 2 -0.28 -5.07547655 8.790983258 0.0 0 0 0
69 1 2 -0.28 5.07547655 8.790983258 0.0 0 0 0
70 1 2 -0.28 1.762023749 3.051914657 0.0 0 0 0
71 1 2 -0.28 3.524047498 0.0 0.0 0 0 0
72 1 2 -0.28 10.150953101 0.0 0.0 0 0 0
73 1 2 -0.28 5.07547655 6.999547295 4.922333546 0 0 0
74 1 2 -0.28 8.599524914 0.895717893 4.922333546 0 0 0
75 1 2 -0.28 5.075476194 0.895717893 4.922333546 0 0 0
